project,category,column1,column2,column3,,
025,,Meowth Galar Form,Sword,Courageous Cavern,,
025,,Meowth Galar Form,Sword,Stepping-Stone Sea,,
025,,Meowth Galar Form,Sword,Snowslide Slope,,
025,,Meowth Galar Form,Sword,Path to the Peak,,
025,,Meowth Galar Form,Sword,Giant’s Bed,,
025,,Meowth Galar Form,Sword,Frigid Sea,,
025,,Persian,Sword,Max Lair,,
025,,Persian Alolan Form,Sword,Max Lair,,
025,,Shinx,Sword,Challenge Beach,,
025,,Shinx,Sword,Training Lowlands,,
025,,Shinx,Sword,Challenge Road,,
025,,Shinx,Sword,Potbottom Desert,,
025,,Shinx,Sword,Egg,,
025,,Luxio,Sword,Fields of Honor,,
025,,Luxio,Sword,Soothing Wetlands,,
025,,Luxio,Sword,Loop Lagoon,,
025,,Luxio,Sword,Training Lowlands,,
025,,Luxray,Sword,Soothing Wetlands,,
025,,Luxray,Sword,Forest of Focus,,
025,,Luxray,Sword,Loop Lagoon,,
025,,Luxray,Sword,Training Lowlands,,
025,,Luxray,Sword,Max Lair,,
025,,Purrloin,Sword,Route 2,,
025,,Purrloin,Sword,Lake of Outrage,,
025,,Purrloin,Sword,Dappled Grove,,
025,,Purrloin,Sword,West Lake Axewell,,
025,,Purrloin,Sword,Watchover Ruins,,
025,,Purrloin,Sword,East Lake Axewell,,
025,,Purrloin,Sword,North Lake Miloch,,
025,,Purrloin,Sword,Motorstoke Riverbank,,
025,,Purrloin,Sword,Bridge Field,,
025,,Purrloin,Sword,Stony Wilderness,,
025,,Purrloin,Sword,Egg,,
025,,Purrloin,Sword,Giant’s Mirror,,
025,,Purrloin,Sword,Dusty Bowl,,
025,,Liepard,Sword,Route 7,,
025,,Liepard,Sword,Route 9,,
025,,Liepard,Sword,Axew’s Eye,,
025,,Liepard,Sword,Giant’s Seat,,
025,,Liepard,Sword,Bridge Field,,
025,,Liepard,Sword,Giant’s Cap,,
025,,Liepard,Sword,West Lake Axewell,,
025,,Liepard,Sword,Stony Wilderness,,
025,,Liepard,Sword,Giant’s Mirror,,
025,,Liepard,Sword,Dusty Bowl,,
025,,Liepard,Sword,Frostpoint Field,,
025,,Liepard,Sword,Giant’s Bed,,
025,,Liepard,Sword,Snowslide Slope,,
025,,Liepard,Sword,Giant’s Foot,,
025,,Liepard,Sword,Frigid Sea,,
025,,Liepard,Sword,Max Lair,,
025,,Espurr,Sword,Route 5,,
025,,Espurr,Sword,Hammerlock Hills,,
025,,Espurr,Sword,Motostoke Riverbank,,
025,,Espurr,Sword,Watchtower Ruins,,
025,,Espurr,Sword,Stony Wilderness,,
025,,Espurr,Sword,Egg,,
025,,Meowstic,Sword,Route 7,,
025,,Meowstic,Sword,Dusty Bowl,,
025,,Meowstic,Sword,Watchtower Ruins,,
025,,Meowstic,Sword,Stony Wilderness,,
025,,Litten,Sword,Egg,,
025,,Perrserker,Sword,Route 7,,
025,,Perrserker,Sword,Route 9,,
025,,Perrserker,Sword,Giant’s Mirror,,
025,,Perrserker,Sword,Lake of Outrage,,
025,,Perrserker,Sword,Dusty Bowl,,
025,,Perrserker,Sword,Giant’s Seat,,
025,,Perrserker,Sword,Stony Wilderness,,
025,,Perrserker,Sword,Giant’s Bed,,
025,,Perrserker,Sword,Snowslide Slope,,
025,,Perrserker,Sword,Path to the Peak,,
025,,Perrserker,Sword,Frigid Sea,,
025,,Perrserker,Sword,Max Lair,,
025,,Meowth,Shield,Egg,,
025,,Meowth Alolan Form,Shield,Egg,,
025,,Meowth Galar Form,Shield,Egg,,
025,,Meowth Galar Form,Shield,Route 4,,
025,,Meowth Galar Form,Shield,Dusty Bowl,,
025,,Meowth Galar Form,Shield,Giant’s Seat,,
025,,Meowth Galar Form,Shield,Stony Wilderness,,
025,,Meowth Galar Form,Shield,Brawlers’ Cave,,
025,,Meowth Galar Form,Shield,Courageous Cavern,,
025,,Meowth Galar Form,Shield,Stepping-Stone Sea,,
025,,Meowth Galar Form,Shield,Snowslide Slope,,
025,,Meowth Galar Form,Shield,Path to the Peak,,
025,,Meowth Galar Form,Shield,Giant’s Bed,,
025,,Meowth Galar Form,Shield,Frigid Sea,,
025,,Persian,Shield,Max Lair,,
025,,Persian Alolan Form,Shield,Max Lair,,
025,,Shinx,Shield,Challenge Beach,,
025,,Shinx,Shield,Training Lowlands,,
025,,Shinx,Shield,Challenge Road,,
025,,Shinx,Shield,Potbottom Desert,,
025,,Shinx,Shield,Egg,,
025,,Luxio,Shield,Fields of Honor,,
025,,Luxio,Shield,Soothing Wetlands,,
025,,Luxio,Shield,Loop Lagoon,,
025,,Luxio,Shield,Training Lowlands,,
025,,Luxray,Shield,Soothing Wetlands,,
025,,Luxray,Shield,Forest of Focus,,
025,,Luxray,Shield,Loop Lagoon,,
025,,Luxray,Shield,Training Lowlands,,
025,,Luxray,Shield,Max Lair,,
025,,Purrloin,Shield,Route 2,,
025,,Purrloin,Shield,Lake of Outrage,,
025,,Purrloin,Shield,Dappled Grove,,
025,,Purrloin,Shield,West Lake Axewell,,
025,,Purrloin,Shield,Watchover Ruins,,
025,,Purrloin,Shield,East Lake Axewell,,
025,,Purrloin,Shield,North Lake Miloch,,
025,,Purrloin,Shield,Motorstoke Riverbank,,
025,,Purrloin,Shield,Bridge Field,,
025,,Purrloin,Shield,Stony Wilderness,,
025,,Purrloin,Shield,Egg,,
025,,Purrloin,Shield,Giant’s Mirror,,
025,,Purrloin,Shield,Dusty Bowl,,
025,,Liepard,Shield,Route 7,,
025,,Liepard,Shield,Route 9,,
025,,Liepard,Shield,Axew’s Eye,,
025,,Liepard,Shield,Giant’s Seat,,
025,,Liepard,Shield,Bridge Field,,
025,,Liepard,Shield,Giant’s Cap,,
025,,Liepard,Shield,West Lake Axewell,,
025,,Liepard,Shield,Stony Wilderness,,
025,,Liepard,Shield,Giant’s Mirror,,
025,,Liepard,Shield,Dusty Bowl,,
025,,Liepard,Shield,Frostpoint Field,,
025,,Liepard,Shield,Giant’s Bed,,
025,,Liepard,Shield,Snowslide Slope,,
025,,Liepard,Shield,Giant’s Foot,,
025,,Liepard,Shield,Frigid Sea,,
025,,Liepard,Shield,Max Lair,,
025,,Espurr,Shield,Route 5,,
025,,Espurr,Shield,Hammerlock Hills,,
025,,Espurr,Shield,Motostoke Riverbank,,
025,,Espurr,Shield,Watchtower Ruins,,
025,,Espurr,Shield,Stony Wilderness,,
025,,Espurr,Shield,Egg,,
025,,Meowstic,Shield,Route 7,,
025,,Meowstic,Shield,Dusty Bowl,,
025,,Meowstic,Shield,Watchtower Ruins,,
025,,Meowstic,Shield,Stony Wilderness,,
025,,Litten,Shield,Egg,,
025,,Perrserker,Shield,Route 7,,
025,,Perrserker,Shield,Route 9,,
025,,Perrserker,Shield,Giant’s Mirror,,
025,,Perrserker,Shield,Lake of Outrage,,
025,,Perrserker,Shield,Dusty Bowl,,
025,,Perrserker,Shield,Giant’s Seat,,
025,,Perrserker,Shield,Stony Wilderness,,
025,,Perrserker,Shield,Giant’s Bed,,
025,,Perrserker,Shield,Snowslide Slope,,
025,,Perrserker,Shield,Path to the Peak,,
025,,Perrserker,Shield,Frigid Sea,,
025,,Perrserker,Shield,Max Lair,,
025,,Shinx,Legends: Arceus,Aspiration Hill,,
025,,Shinx,Legends: Arceus,Floaro Gardens,,
025,,Shinx,Legends: Arceus,Deertrack Heights,,
025,,Shinx,Legends: Arceus,Oreburrow Tunnel,,
025,,Shinx,Legends: Arceus,Sonorous Path,,
025,,Shinx,Legends: Arceus,Sacred Plaza,,
025,,Luxio,Legends: Arceus,Floaro Gardens,,
025,,Luxio,Legends: Arceus,Oreburrow Tunnel,,
025,,Luxio,Legends: Arceus,Sandgem Flats,,
025,,Luxio,Legends: Arceus,Lake Verity,,
025,,Luxio,Legends: Arceus,Heavenward Lookout,,
025,,Luxio,Legends: Arceus,Sonorous Path,,
025,,Luxio,Legends: Arceus,Sacred Plaza,,
025,,Luxio,Legends: Arceus,Cloudcap Pass,,
025,,Luxray,Legends: Arceus,Sandgem Flats,,
025,,Luxray,Legends: Arceus,Lake Verity,,
025,,Luxray,Legends: Arceus,Heavenward Lookout,,
025,,Luxray,Legends: Arceus,Sonorous Path,,
025,,Luxray,Legends: Arceus,Sacred Plaza,,
025,,Luxray,Legends: Arceus,Sacred Plaza,,
025,,Luxray,Legends: Arceus,Cloudcap Pass,,
025,,Glameow,Legends: Arceus,Cobalt Coastlands,,
025,,Glameow,Legends: Arceus,Crossing Slope,,
025,,Glameow,Legends: Arceus,Veilstone Cape,,
025,,Glameow,Legends: Arceus,Glacier Terrace,,
025,,Purugly,Legends: Arceus,Crossing Slope,,
025,,Purugly,Legends: Arceus,Veilstone Cape,,
025,,Purugly,Legends: Arceus,Glacier Terrace,,
025,,Meowth,Scarlet,East Province Area Three,,
025,,Meowth,Scarlet,West Province Area Three,,
025,,Meowth,Scarlet,South Province Area Two,,
025,,Meowth,Scarlet,Tera Raid,,
025,,Meowth,Scarlet,Egg,,
025,,Meowth Alolan Form,Scarlet,Egg,,
025,,Meowth Galar Form,Scarlet,Egg,,
025,,Persian,Scarlet,South Province Area Four,,
025,,Persian,Scarlet,West Province Area Three,,
025,,Persian,Scarlet,Tera Raid,,
025,,Shinx,Scarlet,South Province Area Three,,
025,,Shinx,Scarlet,South Province Area Five,,
025,,Shinx,Scarlet,Tera Raid,,
025,,Shinx,Scarlet,Fellhorn Gorge,,
025,,Shinx,Scarlet,Oni Mountain,,
025,,Shinx,Scarlet,Wistful Fields,,
025,,Shinx,Scarlet,Paradise Barrens,,
025,,Shinx,Scarlet,Kitakami Wilds,,
025,,Shinx,Scarlet,Timeless Woods,,
025,,Shinx,Scarlet,Egg,,
025,,Luxio,Scarlet,South Province Area Three,,
025,,Luxio,Scarlet,South Province Area Five,,
025,,Luxio,Scarlet,Tera Raid,,
025,,Luxio,Scarlet,Fellhorn Gorge,,
025,,Luxio,Scarlet,Oni Mountain,,
025,,Luxio,Scarlet,Wistful Fields,,
025,,Luxio,Scarlet,Paradise Barrens,,
025,,Luxio,Scarlet,Kitakami Wilds,,
025,,Luxio,Scarlet,Timeless Woods,,
025,,Luxray,Scarlet,South Province Area Five,,
025,,Luxray,Scarlet,North Province Area Two,,
025,,Luxray,Scarlet,Tera Raid,,
025,,Luxray,Scarlet,Fellhorn Gorge,,
025,,Luxray,Scarlet,Kitakami Wilds,,
025,,Luxray,Scarlet,Timeless Woods,,
025,,Litleo,Scarlet,South Province Area One,,
025,,Litleo,Scarlet,South Province Area Three,,
025,,Litleo,Scarlet,South Province Area Five,,
025,,Litleo,Scarlet,East Province Area One,,
025,,Litleo,Scarlet,East Province Area Two,,
025,,Litleo,Scarlet,Tera Raid,,
025,,Litleo,Scarlet,Savanna Biome,,
025,,Litleo,Scarlet,Egg,,
025,,Pyroar,Scarlet,North Province Area One,,
025,,Pyroar,Scarlet,Dalizapa Passage,,
025,,Pyroar,Scarlet,East Province Area Three,,
025,,Pyroar,Scarlet,Tera Raid,,
025,,Pyroar,Scarlet,Savanna Biome,,
025,,Espurr,Scarlet,Coastal Biome,,
025,,Espurr,Scarlet,Canyon Biome,,
025,,Espurr,Scarlet,Tera Raid,,
025,,Espurr,Scarlet,Egg,,
025,,Meowstic,Scarlet,Coastal Biome,,
025,,Meowstic,Scarlet,Canyon Biome,,
025,,Meowstic,Scarlet,Tera Raid,,
025,,Litten,Scarlet,Canyon Biome,,
025,,Litten,Scarlet,Chargestone Cavern,,
025,,Litten,Scarlet,Egg,,
025,,Sprigatito,Scarlet,Egg,,
025,,Meowth,Violet,East Province Area Three,,
025,,Meowth,Violet,West Province Area Three,,
025,,Meowth,Violet,South Province Area Two,,
025,,Meowth,Violet,Tera Raid,,
025,,Meowth,Violet,Egg,,
025,,Meowth Alolan Form,Violet,Egg,,
025,,Meowth Galar Form,Violet,Egg,,
025,,Persian,Violet,South Province Area Four,,
025,,Persian,Violet,West Province Area Three,,
025,,Persian,Violet,Tera Raid,,
025,,Shinx,Violet,South Province Area Three,,
025,,Shinx,Violet,South Province Area Five,,
025,,Shinx,Violet,Tera Raid,,
025,,Shinx,Violet,Fellhorn Gorge,,
025,,Shinx,Violet,Oni Mountain,,
025,,Shinx,Violet,Wistful Fields,,
025,,Shinx,Violet,Paradise Barrens,,
025,,Shinx,Violet,Kitakami Wilds,,
025,,Shinx,Violet,Timeless Woods,,
025,,Shinx,Violet,Egg,,
025,,Luxio,Violet,South Province Area Three,,
025,,Luxio,Violet,South Province Area Five,,
025,,Luxio,Violet,Tera Raid,,
025,,Luxio,Violet,Fellhorn Gorge,,
025,,Luxio,Violet,Oni Mountain,,
025,,Luxio,Violet,Wistful Fields,,
025,,Luxio,Violet,Paradise Barrens,,
025,,Luxio,Violet,Kitakami Wilds,,
025,,Luxio,Violet,Timeless Woods,,
025,,Luxray,Violet,South Province Area Five,,
025,,Luxray,Violet,North Province Area Two,,
025,,Luxray,Violet,Tera Raid,,
025,,Luxray,Violet,Fellhorn Gorge,,
025,,Luxray,Violet,Kitakami Wilds,,
025,,Luxray,Violet,Timeless Woods,,
025,,Litleo,Violet,South Province Area One,,
025,,Litleo,Violet,South Province Area Three,,
025,,Litleo,Violet,South Province Area Five,,
025,,Litleo,Violet,East Province Area One,,
025,,Litleo,Violet,East Province Area Two,,
025,,Litleo,Violet,Tera Raid,,
025,,Litleo,Violet,Savanna Biome,,
025,,Litleo,Violet,Egg,,
025,,Pyroar,Violet,North Province Area One,,
025,,Pyroar,Violet,Dalizapa Passage,,
025,,Pyroar,Violet,East Province Area Three,,
025,,Pyroar,Violet,Tera Raid,,
025,,Pyroar,Violet,Savanna Biome,,
025,,Espurr,Violet,Coastal Biome,,
025,,Espurr,Violet,Canyon Biome,,
025,,Espurr,Violet,Tera Raid,,
025,,Espurr,Violet,Egg,,
025,,Meowstic,Violet,Coastal Biome,,
025,,Meowstic,Violet,Canyon Biome,,
025,,Meowstic,Violet,Tera Raid,,
025,,Litten,Violet,Canyon Biome,,
025,,Litten,Violet,Chargestone Cavern,,
025,,Litten,Violet,Egg,,
025,,Sprigatito,Violet,Egg,,
025,,Meowth,Let's Go Eevee,Route 24,,
025,,Meowth,Let's Go Eevee,Route 25,,
025,,Meowth,Brilliant Diamond,Trophy Garden,,
025,,Meowth,Shining Pearl,Trophy Garden,,
025,,Meowth,Legends: ZA,Hyperspace Lumiose,,
025,,Meowth Alolan Form,Legends: ZA,Hyperspace Lumiose,,
025,,Meowth Galar Form,Legends: ZA,Hyperspace Lumiose,,
025,,Persian,Legends: ZA,Hyperspace Lumiose,,
025,,Persian Alolan Form,Legends: ZA,Hyperspace Lumiose,,
025,,Skitty,Brilliant Diamond,Route 22,,
025,,Skitty,Shining Pearl,Route 22,,
025,,Skitty,Brilliant Diamond,Grand Underground,,
025,,Skitty,Shining Pearl,Grand Underground,,
025,,Shinx,Brilliant Diamond,Route 202,,
025,,Shinx,Brilliant Diamond,Route 203,,
025,,Shinx,Brilliant Diamond,Route 204,,
025,,Shinx,Brilliant Diamond,Fuego Ironworks,,
025,,Shinx,Brilliant Diamond,Grand Underground,,
025,,Shinx,Shining Pearl,Route 202,,
025,,Shinx,Shining Pearl,Route 203,,
025,,Shinx,Shining Pearl,Route 204,,
025,,Shinx,Shining Pearl,Fuego Ironworks,,
025,,Shinx,Shining Pearl,Grand Underground,,
025,,Luxio,Brilliant Diamond,Fuego Ironworks,,
025,,Luxio,Brilliant Diamond,Grand Underground,,
025,,Luxio,Shining Pearl,Fuego Ironworks,,
025,,Luxio,Shining Pearl,Grand Underground,,
025,,Glameow,Shining Pearl,Route 218,,
025,,Glameow,Shining Pearl,Route 222,,
025,,Glameow,Shining Pearl,Grand Underground,,
025,,Purugly,Shining Pearl,Route 222,,
025,,Purugly,Shining Pearl,Route 229,,
025,,Purugly,Shining Pearl,Grand Underground,,
025,,Purrloin,Legends: ZA,Hyperspace Lumiose,,
025,,Liepard,Legends: ZA,Hyperspace Lumiose,,
025,,Litleo,Legends: ZA,Hyperspace Lumiose,,
025,,Litleo,Legends: ZA,Wild Zone 3,,
025,,Pyroar,Legends: ZA,Wild Zone 17,,
025,,Pyroar,Legends: ZA,Hyperspace Lumiose,,
025,,Espurr,Legends: ZA,Vert Sector 8,,
025,,Espurr,Legends: ZA,Bleu Sector 4,,
025,,Espurr,Legends: ZA,Wild Zone 9,,
025,,Espurr,Legends: ZA,Rouge Sector 4,,
025,,Espurr,Legends: ZA,Rouge Sector 6,,
025,,Espurr,Legends: ZA,Rouge Sector 7,,
025,,Espurr,Legends: ZA,Wild Zone 3,,
025,,Espurr,Legends: ZA,Hyperspace Lumiose,,
025,,Meowstic,Legends: ZA,Wild Zone 9,,
025,,Meowstic,Legends: ZA,Hyperspace Lumiose,,
025,,Perrserker,Legends: ZA,Hyperspace Lumiose,,
026,,Pokémon,Game,Place,Level,Evolution Level
026,,Metapod,heartgold,Route 30 dawn day,4,7
026,,Butterfree,crystal,Route 2 dawn day,7,10
026,,Kakuna,soulsilver,Route 2 night,3,7
026,,Beedrill,silver,Route 2 dawn,7,10
026,,Pidgeotto,heartgold soulsilver,Viridian Forest dawn day,7,18
026,,Pidgeot,ultrasun ultramoon,Route 10,29,36
026,,Raticate,crystal,Route 1 night,6,20
026,,Fearow,gold silver crystal,Route 22 dawn day,7,20
026,,Arbok,silver,Route 3,10,22
026,,Sandslash,gold,Mt. Moon,10,22
026,,Clefable,black white,Giant Chasm,55,Moon Stone
026,,Ninetales,black white,Abundant Shrine,47-50,Fire Stone
026,,Wigglytuff,black white,Route 14,50,Moon Stone
026,,Golbat,platinum,Oreburgh Gate,10,22
026,,Poliwhirl,gold silver crystal,Route 30 surfing,20-24,25
026,,Poliwrath,black white,Wellspring Cave fishing water,35-60,Water Stone
026,,Kadabra,gold silver,Route 8,15,16
026,,Machoke,gold silver,Rock Tunnel,14,28
026,,Weepinbell,heartgold soulsilver,Route 24 night,12,21
026,,Tentacruel,heartgold soulsilver,Route 27 surfing,20,30
026,,Graveler,heartgold soulsilver,Cliff Cave dawn day,20,25
026,,Rapidash,firered leafgreen,Kindle Road,"37, 40",40
026,,Slowbro,sun,Kala’e Bay,18,37
026,,Magneton,ruby sapphire emerald,New Mauville,26,30
026,,Dodrio,heartgold soulsilver,Route 26,30,31
026,,Dewgong,firered leafgreen,Seafom Island B3F Walking,"32, 34",34
026,,Muk,heartgold soulsilver,Celadon City,15,38
026,,Cloyster,black white black2 white2 x y sword shield scarlet violet,,,Water Stone
026,,Haunter,firered leafgreen,Pokémon Tower,20,25
026,,Gengar,diamond pearl platinum,Old Chateau,16-17,Trade
026,,Hypno,gold silver,Route 11,16,26
026,,Kingler,heartgold soulsilver,Cliff Cave,22,28
026,,Electrode,gold silver crystal,Team Rocket HQ,23,30
026,,Exeggutor,sword shield,Workout Sea,50,Leaf Stone
026,,Exeggutor – Alolan Form,sun moon ultrasun ultramoon,Exeggutor Island,40-45,Leaf Stone
026,,Marowak,crystal,Rock Tunnel,12,28
026,,Rhydon,crystal,Victory Road dawn day,35,42
026,,Seadra,gold silver crystal,Whirl Island surfing,2-24,32
026,,Seaking,firered leafgreen,Fuchsia City fishing,20-30,33
026,,Starmie,black white,Route 13 surfing water,,Water Stone
026,,Vaporeon,sword shield scarlet violet,,,Water Stone
026,,Jolteon,sword shield scarlet violet,,,Thunder Stone
026,,Flareon,sword shield scarlet violet,,,Fire Stone
026,,Dragonair,gold silver crystal,Route 45 fishing,10,30
026,,Dragonite,black white,Dragonspiral Tower fishing water,50-70,55
026,,Furret,gold silver crystal,Route 1,6,15
026,,Noctowl,gold silver crystal,Route 2,"4, 7",20
026,,Ledian,silver crystal,Route 2 dawn,7,18
026,,Ariados,gold crystal,Route 2 night,7,22
026,,Crobat,black white,Route 13 tallgrass,50,Friendship
026,,Lanturn,ultrasun ultramoon,Route 8 SOS fishing,10-20,27
026,,Togetic,sword shield legendsarceus,,,Friendship
026,,Xatu,ultrasun ultramoon,Akala Outskirts SOS,21-24,25
026,,Bellossom,sowrd shield scarlet violet,,,Sun Stone
026,,Politoed,sun moon ultrasun ultramoon sword shield scarlet violet,,,Trade + King’s Rock
026,,Skiploom,diamond,Route 205 pokeradar,12,18
026,,Sunflora,black white,Route 12 tallgrass,50,Sun Stone
026,,Quagsire,gold silver,Route 10,16,20
026,,Espeon,sowrd shield scarlet violet,,,Friendship day
026,,Umbreon,sowrd shield scarlet violet,,,Friendship night
026,,Slowking,black white,Abundant Shrine surfing water,,Trade + King’s Rock
026,,Steelix,diamond pearl platinum,Iron Island,,Trade
026,,Granbull,crystal,Route 6,15,23
026,,Scizor,sword shield legendsarceus scarlet violet,,,Trade
026,,Ursaring,crystal,Dark Cave,25,30
026,,Octillery,diamond pearl,Route 213 fishing,20-50,25
026,,Houndoom,pearl,Route 215 pokeradar,"20, 22",24
026,,Kingdra,black white,Route 17 fishing water,,Trade
026,,Porygon2,legendsarceus,Crimson Mirelands,,Trade
026,,Blissey,ultrasun ultramoon sword shield legendsarceus scarlet violet,,,Friendship
026,,Pupitar,crystal,Mt. Silver Cave,20,30
026,,Tyranitar,black white,Route 15 tallgrass,50,55
026,,Linoon,heartgold soulsilver,Route 30 sound,4,20
026,,Silcoon,ruby sapphire emerald,Petalburg Woods,5,7
026,,Cascoon,ruby sapphire emerald,Petalburg Woods,5,7
026,,Ludicolo,shield scarlet violet,,,Water Stone
026,,Shiftry,black2 white2,Nature Preserve tallgrass,,Leaf Stone
026,,Swellow,diamond pearl,Route 213 pokeradar,20-22,22
026,,Pelipper,omegaruby alphasapphire,Route 118,"22, 24",25
026,,Kirlia,diamond pearl,Route 203 pokeradar,6,20
026,,Ninjask,sword shield,Rolling Fields,15,20
026,,Shedinja,sword shield,Bridge Fields (Max Raid Battle),,
026,,Hariyama,x y,Route 11,22-23,24
026,,Delcatty,white2,Castellia City tallgrass,,Moon Stone
026,,Medicham,diamond pearl,Route 217,35-36,37
026,,Sharpedo,sun moon,Poni Breaker Coast fishing,10-43,30
026,,Wailord,sapphire emerald,Route 129 surfing,25-30,40
026,,Whiscash,heartgold soulsilver,Violet City fishing,"10, 20",30
026,,Crawdaunt,ultrasum ultramoon,Vast Pony Canyon – SOS fishing,10-46,30
026,,Milotic,black white black2 white2,Route 1 fishing water,,
026,,Banette,black2 white2,Strange House,32-34,37
026,,Dusclops,platinum,Turnback Cave night,16,37
026,,Sealeo,black2 white2,Undella Bay – Winter surfing water,25-40,32
026,,Walrein,black2 white2,Undella Bay – Winter surfing water,30-40,44
026,,Huntail,black white x ultrasun ultramoon,,,Trade
026,,Gorebyss,black2 white2 y ultrasun ultramoon,,,Trade
026,,Shelgon,sun moon ultrasun ultramoon,Kala’e Bay – SOS,15-18,30
026,,Salamence,sun moon ultrasun ultramoon,Route 3 – SOS,9-12,50
026,,Staravia,diamond pearl,Lake Verity Insert firered leafgreen,4,14
026,,Bibarel,diamond pearl,Lake Verity Insert firered leafgreen,4,15
026,,Roserade,black2 white2 sword shield legendsarceus,,,Shiny Stone
026,,Floatzel,diamond pearl,Route 213,22,26
026,,Gastrodon,diamond pearl,Route 218,28-30,30
026,,Lopunny,black2 ultrasun ultramoon sword shield legendsarceus,,,Friendship
026,,Mismagius,white sun moon legendsarceus violet,,,Dusk Stone
026,,Honchkrow,black ultrasun ultramoon legendsarceus scarlet violet,,,Dusk Stone
026,,Skuntank,diamond,Route 221,29-30,34
026,,Lucario,sun moon ultrasun ultramoon sword shield legendsarceus scarlet violet,,,Friendship
026,,Hippowdon,sword shield,Giant’s Mirror,26-28,34
026,,Drapion,diamond pearl,Great Marsh,"22, 24, 26",40
026,,Toxicroak,diamond pearl,Great Marsh,"22, 24, 26",37
026,,Lumineon,platinum,Route 219,25-35,31
026,,Abomasnow,platinum,Mount Coronet,38-39,40
026,,Weavile,sword shield legendsarceus scarlet violet,,,Trade
026,,Magnezone,black2 white2 sword shield legendsarceus scarlet violet,,,
026,,Rhyperior,sword shield legendsarceus scarlet violet,,,Trade
026,,Electivire,sword shield legendsarceus scarlet violet,,,Trade
026,,Magmotar,sword shield legendsarceus scarlet violet,,,Trade
026,,Togekiss,sun moon sword shield legendsarceus,,,Shiny Stone
026,,Leafeon,sword shield legendsarceus scarlet violet,,,
026,,Glaceon,sword shield legendsarceus scarlet violet,,,
026,,Gliscor,black white black2 white2 legendsarceus scarlet,,,
026,,Porygon-Z,legendsarceus scarlet violet,,,Trade
026,,Gallade,sword shield legendsarceus scarlet violet,,,Dawn Stone
026,,Probopass,legendsarceus scarlet violet,,,
026,,Dusknoir,sword shield legendsarceus scarlet violet,,,Trade
026,,Froslass,sword shield legendsarceus scarlet violet,,,Dawn Stone
026,,Stoutland,black white,Cold Storage tallgrass,23,32
026,,Musharna,black white black2 white2 sword shield,,,Moon Stone
026,,Unfezant,black white,Lostlorn Forest tallgrass,22,32
026,,Boldore,black white,Chargestone Cave,24,25
026,,Gigalith,sword shield,,,Trade
026,,Swoobat,sword shield,,,Friendship
026,,Conkeldurr,sun moon sword shield scarlet violet,,,Trade
026,,Seismitoad,black white,Route 8 water surfing,15-40,36
026,,Leavanny,black white black2 white2 sun moon ultrasun ultramoon scarlet violet,,,Friendship
026,,Whimsicott,black black2 sword shield scarlet violet,,,Sun Stone
026,,Lilligant,white white2 sword shield scarlet violet,,,Sun Stone
026,,Lilligant – Hisuian Form,legendsarceus,Crimson Mirelands,,Sun Stone
026,,Garbodor,black white,Route 9,31-33,36
026,,Cinccino,black white sword shield scarlet violet,,,Shiny Stone
026,,Gothorita,shield,Giant’s Cap,29-32,32
026,,Gothitelle,black,Route 9 tallgrass,32,41
026,,Duosion,white,Route 9,31-34,32
026,,Reuniclus,white,Route 9 tallgrass,34,41
026,,Vanilluxe,sword shield,Route 10,45-48,47
026,,Escavalier,sword shield,,,Trade
026,,Amoonguss,sword shield,Forest of Focus,26,39
026,,Jellicent,black white,Route 4 water surfing,5-20,40
026,,Eelektross,sun moon ultrasun ultramoon scarlet violet,,,Thunder Stone
026,,Chandelure,sword shield scarlet violet,,,Dusk Stone
026,,Beartic,black white,Dragonspiral Tower,"33, 37",37
026,,Accelgor,sword shield,,,Trade
026,,Mienshao,sword shield,Challenge Road,28,50
026,,Golurk,sword shield,Watchtower Ruins,40,43
026,,Bisharp,ultrasun ultramoon,Route 17,33-36,52
026,,Braviary,white2,Route 4,25,54
026,,Mandibuzz,black2,Route 4,25,54
026,,Zweilous,black2 white2,Victory Road dirtcloud,"49, 50",50
026,,Hydreigon,x y,Victory Road,59,64
026,,Volcarona,ultrasun ultramoon,Lush Jungle – SOS,41-44,59
026,,Diggersby,sword shield,North Lake Miloch,14-16,20
026,,Fletchinder,ultrasun ultramoon,Wela Volcano Park – SOS,16-19,17
026,,Talonflame,sword shield,Soothing Wetlands,32,35
026,,Spewpa,scarlet violet,South Province Area One Flowers,8,9
026,,Florges,scarlet violet,North Province Area Three Flowers,,Shiny Stone
026,,Pangoro,sun moon,Route 10 – SOS,24-27,32
026,,Aegislash,sword shield,,,Dusk Stone
026,,Aromatisse,shield,,,Trade
026,,Slurpuff,sword,,,Trade
026,,Malamar,sword shield scarlet violet,,,
026,,Dragalgae,y,Route 8 fishing,35,48
026,,Clawtzer,x,Route 8 fishing,35,37
026,,Heliolisk,ultrasun ultramoon sword shield,,,Sun Stone
026,,Sylveon,sword shield legendsarceus scarlet violet,,,Friendship
026,,Trevenant,x y sun moon sword shield scarlet violet,,,Trade
026,,Gourgeist,sword shield,,,Trade
026,,Toucannon,ultrasun ultramoon,Route 11 – SOS,26-29,28
026,,Gumshoos,ultrasun ultramoon,Route 8 – SOS,17-20,20
026,,Vikavolt,ultrasun ultramoon sword shield scarlet violet,,,
026,,Crabominable,scarlet violet,,,
026,,Toxapex,sword shield,Fields of Honor,20,38
